name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Tannerella forsythia	28112	species	3383154	6	4	0.0
Bacteroides ovatus	28116	species	6473892	7	5	0.0
Odoribacter splanchnicus	28118	species	4392288	9	6	0.0
Porphyromonas asaccharolytica	28123	species	2186370	6	5	0.0
Prevotella denticola	28129	species	2937589	3	3	0.0
Prevotella intermedia	28131	species	2718355	3	1	0.0
Prevotella melaninogenica	28132	species	3168282	3	1	0.0
Cronobacter sakazakii	28141	species	5648091	31	13	0.0
Serratia proteamaculans	28151	species	5495657	23	10	0.0
Yersinia kristensenii	28152	species	4496569	6	2	0.0
Vibrio nigripulchritudo	28173	species	6322155	8	6	0.0
Leptospira santarosai	28183	species	3983611	6	3	0.0
Acetohalobium arabaticum	28187	species	2469596	9	5	0.0
Capnocytophaga canimorsus	28188	species	2571406	10	7	0.0
Arcobacter butzleri	28197	species	2283719	2	1	0.0
Arcobacter nitrofigilis	28199	species	3192235	5	3	0.0
Alphaproteobacteria	28211	class	0	24	0	0.0
Betaproteobacteria	28216	class	0	10	0	0.0
Deltaproteobacteria	28221	class	0	6	0	0.0
Desulfobacula toluolica	28223	species	5197905	45	43	0.0
Mycoplasma penetrans	28227	species	1358633	2	2	0.0
Colwellia psychrerythraea	28229	species	5373180	4	2	0.0
Geobacter	28231	genus	0	7	0	0.0
Geobacter metallireducens	28232	species	4011182	67	44	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	3	1	0.0
Halomonadaceae	28256	family	0	5	0	0.0
Thermodesulfovibrio	28261	genus	0	1	0	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	9	8	0.0
Arcanobacterium haemolyticum	28264	species	1986154	3	3	0.0
[Clostridium] propionicum	28446	species	3120417	6	5	0.0
Clavibacter michiganensis	28447	species	3302478	162	120	0.0
Komagataeibacter xylinus	28448	species	3905082	19	7	0.0
Burkholderia pseudomallei	28450	species	11222453	119	42	0.0
Leptospira alstonii	28452	species	4591888	7	4	0.0
Volepox virus	28874	species	217124	2	1	0.0
Salmonella enterica	28901	species	6689149	47	29	0.0
Natronococcus occultus	29288	species	4314118	43	34	0.0
Methanococcoides burtonii	29291	species	2575032	2	2	0.0
Pyrococcus abyssi	29292	species	1768562	3	2	0.0
Streptomyces cattleya	29303	species	16188068	98	66	0.0
Mycobacterium haemophilum	29311	species	4235765	23	19	0.0
Thermoanaerobacter brockii	29323	species	2344824	4	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	3	2	0.0
[Clostridium] cellulosi	29343	species	2229578	5	4	0.0
Cellulosilyticum lentocellum	29360	species	4714237	4	2	0.0
Staphylococcus saprophyticus	29385	species	3903594	3	2	0.0
Staphylococcus capitis	29388	species	2503265	1	1	0.0
Microlunatus phosphovorus	29405	species	5683123	53	38	0.0
Synechococcus sp. WH 8103	29410	species	2429688	12	0	0.0
Legionella oakridgensis	29423	species	2773209	1	0	0.0
Moraxella ovis	29433	species	2306095	3	2	0.0
Pseudomonas savastanoi	29438	species	6112448	16	7	0.0
Xanthomonas albilineans	29447	species	3852299	49	30	0.0
Rhizobium etli	29449	species	6784960	127	46	0.0
Brucella melitensis	29459	species	4250264	2	0	0.0
Brucella suis	29461	species	8101909	6	1	0.0
Veillonella parvula	29466	species	2132142	2	2	0.0
Pectobacterium atrosepticum	29471	species	7546597	11	6	0.0
Yersinia aldovae	29483	species	4471090	5	4	0.0
Yersinia frederiksenii	29484	species	4550894	1	0	0.0
Yersinia rohdei	29485	species	4372253	5	4	0.0
Yersinia ruckeri	29486	species	7304941	4	3	0.0
Photorhabdus luminescens	29488	species	5688987	2	2	0.0
Vibrio furnissii	29494	species	4916408	9	6	0.0
Vibrio tubiashii	29498	species	5540337	2	0	0.0
Mycoplasma haemofelis	29501	species	1151598	2	0	0.0
Turneriella parva	29510	species	4409302	6	4	0.0
Borreliella afzelii	29518	species	1151622	1	0	0.0
Pelobacter propionicus	29543	species	4241119	50	35	0.0
Lawsonia intracellularis	29546	species	1719103	3	3	0.0
Epsilonproteobacteria	29547	class	0	1	0	0.0
Rhodothermus marinus	29549	species	3360429	121	96	0.0
Mycoplasma canadense	29554	species	693241	1	1	0.0
Mycoplasma canis	29555	species	933117	2	0	0.0
Taylorella equigenitalis	29575	species	1713991	1	1	0.0
Janthinobacterium	29580	genus	0	3	0	0.0
Caldicellulosiruptor bescii	31899	species	2931662	3	1	0.0
Halothermothrix orenii	31909	species	2578146	12	8	0.0
Bifidobacteriaceae	31953	family	0	3	0	0.0
Amycolatopsis orientalis	31958	species	9236541	182	111	0.0
Mollicutes	31969	class	0	2	0	0.0
Clostridiaceae	31979	family	0	1	0	0.0
Aminobacter	31988	genus	0	2	0	0.0
Rhodobacteraceae	31989	family	0	25	1	0.0
Methylobacterium radiotolerans	31998	species	6899110	94	11	0.0
Achromobacter denitrificans	32002	species	6226215	88	33	0.0
Burkholderia	32008	genus	0	130	23	0.0
Thiomonas	32012	genus	0	1	0	0.0
Xanthomonadaceae	32033	family	0	25	0	0.0
Synechococcus elongatus	32046	species	2719262	9	6	0.0
Synechococcus sp. PCC 7002	32049	species	3409935	6	2	0.0
Synechococcus sp. WH 7803	32051	species	2366980	16	14	0.0
Calothrix parietina	32054	species	6960392	5	4	0.0
synthetic construct	32630	species	26537524	8	2	0.0
Desulfurella acetivorans	33002	species	1819992	12	10	0.0
Cutibacterium avidum	33010	species	2627993	30	20	0.0
Parvimonas micra	33033	species	1627009	1	1	0.0
Bartonella grahamii	33045	species	2369520	6	5	0.0
Bartonella vinsonii	33047	species	1802699	4	4	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	112	64	0.0
Sphingopyxis terrae	33052	species	3983415	49	34	0.0
Thauera	33057	genus	0	5	0	0.0
Acidithiobacillus caldus	33059	species	3112322	20	8	0.0
Gloeobacter violaceus	33072	species	4659019	41	28	0.0
Acidobacterium capsulatum	33075	species	4127356	41	31	0.0
Coriobacterium glomerans	33871	species	2115681	20	15	0.0
Microbacterium	33882	genus	0	1	0	0.0
Rathayibacter	33886	genus	0	1	0	0.0
Rathayibacter tritici	33888	species	3354681	42	33	0.0
Mycobacterium africanum	33894	species	4389314	22	0	0.0
Streptomyces avermitilis	33903	species	9119895	78	53	0.0
Bifidobacterium thermophilum	33905	species	2291643	7	6	0.0
Amycolatopsis mediterranei	33910	species	13655759	127	85	0.0
Anoxybacillus flavithermus	33934	species	2846746	3	2	0.0
Geobacillus thermodenitrificans	33940	species	3608012	4	4	0.0
Geobacillus thermoleovorans	33941	species	5320134	8	1	0.0
Kyrpidia tusciae	33943	species	3384766	15	11	0.0
Acetobacterium woodii	33952	species	4044777	3	2	0.0
Lactobacillus johnsonii	33959	species	1958140	1	1	0.0
Melissococcus plutonius	33970	species	2059558	4	3	0.0
Rickettsia bellii	33990	species	1525528	3	3	0.0
Rickettsia rhipicephali	33992	species	1377049	2	0	0.0
Neorickettsia helminthoeca	33994	species	884232	4	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	55	38	0.0
Paracoccus aminophilus	34003	species	4873118	49	38	0.0
Rhodospirillum centenum	34018	species	4355543	118	75	0.0
Candidatus Liberibacter africanus	34020	species	1192232	2	2	0.0
Leptothrix cholodnii	34029	species	4909403	108	55	0.0
Rahnella aquatilis	34038	species	5656799	12	1	0.0
Moraxella osloensis	34062	species	2649137	1	1	0.0
Variovorax	34072	genus	0	2	0	0.0
Variovorax paradoxus	34073	species	6817856	221	131	0.0
Riemerella anatipestifer	34085	species	2813253	3	3	0.0
Pelodictyon phaeoclathratiforme	34090	species	3018238	8	5	0.0
Streptobacillus	34104	genus	0	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	2	1	0.0
Bovine herpesvirus 5	35244	species	137821	1	1	0.0
Cercopithecine herpesvirus 9	35246	species	124784	1	0	0.0
Geobacter sulfurreducens	35554	species	3764200	80	46	0.0
Mycobacterium indicus pranii	35617	species	5589007	32	4	0.0
Acholeplasma oculi	35623	species	1587120	3	3	0.0
Heliobacterium modesticaldum	35701	species	3075407	39	30	0.0
Citrobacter amalonaticus	35703	species	7931914	40	25	0.102167
Haloferax gibbonsii	35746	species	3918454	25	8	0.0
Corynebacterium kutscheri	35755	species	2354065	4	4	0.0
Coprothermobacter proteolyticus	35786	species	1424912	3	2	0.0
Rickettsia africae	35788	species	1290917	1	0	0.0
Rickettsia japonica	35790	species	1283087	2	1	0.0
Rickettsia massiliae	35791	species	1376184	2	0	0.0
Rickettsia parkeri	35792	species	1300386	1	0	0.0
Rickettsia slovaca	35794	species	1275404	1	0	0.0
Ehrlichia muris	35795	species	1196717	1	1	0.0
Nitrosospira	35798	genus	0	1	0	0.0
Nitrosospira briensis	35799	species	3210113	17	15	0.0
Rhodovulum sulfidophilum	35806	species	6638597	123	81	0.0
Bordetella holmesii	35814	species	3697767	30	16	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	7	5	0.0
Pseudomonas cichorii	36746	species	5986012	34	19	0.0
Mycobacterium abscessus	36809	species	18231971	62	42	0.0
Mycobacterium rhodesiae	36814	species	6415739	55	43	0.0
Desulfitobacterium	36853	genus	0	1	0	0.0
Desulfitobacterium dehalogenans	36854	species	4321753	8	5	0.0
Brucella canis	36855	species	6599418	12	0	0.0
Thiobacillus denitrificans	36861	species	2909809	93	62	0.0
Paraburkholderia xenovorans	36873	species	19434089	50	30	0.0
Nocardia brasiliensis	37326	species	9436348	79	61	0.0
Nocardia farcinica	37329	species	6376062	90	59	0.0
Nocardia nova	37330	species	8348532	67	47	0.0
Nocardia seriolae	37332	species	8304518	77	60	0.0
Marichromatium purpuratum	37487	species	3779112	154	110	0.0
Thermus scotoductus	37636	species	2355186	29	18	0.0
Ectocarpus siliculosus virus 1	37665	species	335593	1	1	0.0
Enterococcus casseliflavus	37734	species	3427276	5	2	0.0
Rhodococcus opacus	37919	species	8880502	156	84	0.0
Sinomonas atrocyanea	37927	species	4492204	60	37	0.0
Methanosarcina siciliae	38027	species	5222724	4	1	0.0
Corynebacterium jeikeium	38289	species	2476822	14	12	0.0
Streptomyces pristinaespiralis	38300	species	8532592	87	52	0.0
Corynebacterium vitaeruminis	38305	species	2931780	26	16	0.0
Pseudothermotoga elfii	38322	species	2169860	1	0	0.0
Bartonella henselae	38323	species	3858658	2	1	0.0
Methanococcus maripaludis	39152	species	1742753	9	8	0.0
[Eubacterium] eligens	39485	species	2831389	3	2	0.0
[Eubacterium] rectale	39491	species	3449685	3	3	0.0
Mesorhizobium ciceri	39645	species	6838036	91	54	0.0
Methanosalsum zhilinae	39669	species	2138444	1	1	0.0
Thiomicrospira crunogena	39765	species	2427734	5	3	0.0
Sulfurimonas denitrificans	39766	species	2201561	3	1	0.0
Blattabacterium sp. (Mastotermes darwiniensis)	39768	species	590336	1	1	0.0
Methylomicrobium	39773	genus	0	2	0	0.0
Dialister pneumosintes	39950	species	1274073	1	1	0.0
Erythrobacter litoralis	39960	species	3151875	97	60	0.0
Oligotropha carboxidovorans	40137	species	5740737	37	20	0.0
Acinetobacter johnsonii	40214	species	4081329	3	2	0.0
Aliivibrio salmonicida	40269	species	4655660	8	6	0.0
Stenotrophomonas	40323	genus	0	14	0	0.0
Stenotrophomonas maltophilia	40324	species	6512435	227	133	0.0
Leptotrichia buccalis	40542	species	2465610	2	0	0.0
Actinosynnema	40566	genus	0	1	0	0.0
Actinosynnema mirum	40567	species	8248144	108	83	0.0
Xenorhabdus bovienii	40576	species	4523083	7	3	0.0
Xenorhabdus poinarii	40577	species	3659523	6	5	0.0
Thioploca ingrica	40754	species	4810005	7	5	0.0
Borrelia duttonii	40834	species	1574881	1	0	0.0
Brevundimonas	41275	genus	0	2	0	0.0
Bradyrhizobiaceae	41294	family	0	14	0	0.0
Rhodospirillaceae	41295	family	0	20	0	0.0
Sphingomonadaceae	41297	family	0	16	0	0.0
Cyanothece sp. PCC 8801	41431	species	4787694	5	1	0.0
Burkholderia plantarii	41899	species	8081051	91	9	0.0
Chromohalobacter	42054	genus	0	1	0	0.0
Streptomyces sampsonii	42239	species	7070328	92	51	0.0
Nitrospira moscoviensis	42253	species	4589485	61	46	0.0
Rubrobacter	42255	genus	0	1	0	0.0
Rubrobacter radiotolerans	42256	species	3267233	44	32	0.0
Halobacteroides halobius	42422	species	2649255	6	5	0.0
Roseobacter litoralis	42443	species	4745450	32	18	0.0
Marinovum algicola	42444	species	5252390	98	68	0.0
Streptomyces collinus	42684	species	8377286	72	35	0.0
Corynebacterium argentoratense	42817	species	2031902	7	2	0.0
Ammonifex	42837	genus	0	1	0	0.0
Ammonifex degensii	42838	species	2157067	29	21	0.0
Rickettsia felis	42862	species	1587240	3	3	0.0
Methanococcus aeolicus	42879	species	1569500	1	0	0.0
Sulfolobus islandicus	43080	species	2647110	3	3	0.0
Pseudomonas alcaligenes	43263	species	4406305	80	41	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	2	2	0.0
Pseudomonas denitrificans	43306	species	5696307	81	42	0.0
Kutzneria	43356	genus	0	1	0	0.0
Kutzneria albida	43357	species	9874926	89	62	0.0
Pseudoalteromonas luteoviolacea	43657	species	18666577	8	6	0.0
Pseudoalteromonas rubra	43658	species	5913780	15	12	0.0
Paenarthrobacter aurescens	43663	species	5226648	22	6	0.0
Brachybacterium faecium	43669	species	3614992	53	37	0.0
Jonesia denitrificans	43674	species	2749646	3	3	0.0
Rothia mucilaginosa	43675	species	2278659	12	11	0.0
Metallosphaera sedula	43687	species	6574588	1	1	0.0
Rhodococcus equi	43767	species	5043170	52	36	0.0
Corynebacterium urealyticum	43771	species	2342642	12	7	0.0
Tolumonas auensis	43948	species	3471292	12	11	0.0
Cyanothece sp. ATCC 51142	43989	species	5460377	6	6	0.0
Caldicellulosiruptor	44000	genus	0	1	0	0.0
Caldicellulosiruptor saccharolyticus	44001	species	2970275	4	4	0.0
Ferrimonas	44011	genus	0	1	0	0.0
Ferrimonas balearica	44012	species	4279159	50	36	0.0
Paenibacillus	44249	genus	0	2	0	0.0
Paenibacillus durus	44251	species	5814491	31	18	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	108	58	0.0
Borrelia recurrentis	44449	species	1242163	1	0	0.0
Nitrosomonas communis	44574	species	4067838	10	5	0.0
Nitrosomonas ureae	44577	species	3307820	9	6	0.0
Sulfurospirillum barnesii	44674	species	2510109	2	1	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	37	24	0.0
Natronobacterium gregoryi	44930	species	3788356	21	14	0.0
Capnocytophaga haemolytica	45243	species	2688484	3	3	0.0
Hyphomicrobiaceae	45401	family	0	4	0	0.0
Beijerinckiaceae	45404	family	0	2	0	0.0
Psychrobacter urativorans	45610	species	2931580	4	1	0.0
Vibrio scophthalmi	45658	species	9728927	8	4	0.0
Desulfohalobium retbaense	45663	species	2909567	33	21	0.0
Staphylococcus pasteuri	45972	species	2559946	2	2	0.0
Anabaena sp. 90	46234	species	5305675	7	7	0.0
Spodoptera litura nucleopolyhedrovirus	46242	species	139342	1	1	0.0
Thermoanaerobacter wiegelii	46354	species	2785056	6	2	0.0
Spirochaeta africana	46355	species	3285855	18	13	0.0
Sphingobium chlorophenolicum	46429	species	4573221	43	21	0.0
Thermosipho melanesiensis	46541	species	1915238	4	3	0.0
Devosia	46913	genus	0	3	0	0.0
Hydrogenophaga	47420	genus	0	1	0	0.0
Lactobacillus rhamnosus	47715	species	3484485	1	1	0.0
Bibersteinia trehalosi	47735	species	2411529	4	4	0.0
Streptomyces lydicus	47763	species	8750753	169	107	0.0
Spiroplasma kunkelii	47834	species	1514561	2	1	0.0
Micromonospora aurantiaca	47850	species	7025559	121	45	0.0
Pseudomonas azotoformans	47878	species	6859618	25	8	0.0
Pseudomonas corrugata	47879	species	6124363	39	18	0.0
Pseudomonas fulva	47880	species	4920769	71	44	0.0
Pseudomonas oryzihabitans	47885	species	4834356	74	38	0.0
Serratia fonticola	47917	species	12326310	28	19	0.0
Microbulbifer	48073	genus	0	3	0	0.0
Acinetobacter pittii	48296	species	6018266	7	4	0.0
Xanthomonas fragariae	48664	species	8565300	45	16	0.0
Ralstonia	48736	genus	0	12	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	52	35	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	1	0	0.0
Rubrobacter xylanophilus	49319	species	3225748	55	38	0.0
Desulfitobacterium hafniense	49338	species	5503334	12	9	0.0
Flavobacteriaceae	49546	family	0	2	1	0.0
Mycoplasma crocodyli	50052	species	934379	4	3	0.0
Psittacid herpesvirus 1	50294	species	163025	1	1	0.0
Thermoplasma volcanium	50339	species	1584804	1	1	0.0
Syntrophobotulus glycolicus	51197	species	3406739	7	3	0.0
Wigglesworthia glossinidia	51229	species	711269	1	1	0.0
Mycoplasma yeatsii	51365	species	895051	1	0	0.0
Haloarcula hispanica	51589	species	3895750	21	4	0.0
Pediococcus damnosus	51663	species	11570178	6	6	0.0
Tetragenococcus halophilus	51669	species	2476095	3	1	0.0
Meiothermus silvanus	52022	species	3721669	39	27	0.0
Prevotella dentalis	52227	species	3350206	17	13	0.0
Brachyspira pilosicoli	52584	species	2635825	1	1	0.0
Caldicellulosiruptor kristjanssonii	52765	species	2802443	1	0	0.0
Caldicellulosiruptor lactoaceticus	52766	species	2674809	1	0	0.0
Actinomyces meyeri	52773	species	2049088	20	14	0.0
Polaromonas	52972	genus	0	3	0	0.0
Pseudoalteromonas	53246	genus	0	1	0	0.0
Pantoea	53335	genus	0	4	0	0.0
Enterococcus durans	53345	species	6143683	4	3	0.0
Enterococcus mundtii	53346	species	3351060	3	2	0.0
Intrasporangium	53357	genus	0	1	0	0.0
Intrasporangium calvum	53358	species	4024382	69	52	0.0
Hyphomicrobium denitrificans	53399	species	3723828	61	45	0.0
Pseudomonas citronellolis	53408	species	14631203	149	81	0.0
Pseudomonas resinovorans	53412	species	6484828	96	49	0.0
Xanthomonas axonopodis	53413	species	5343358	53	18	0.0
Treponema paraluiscuniculi	53435	species	1133390	1	0	0.0
Nocardiopsis alba	53437	species	5848211	53	37	0.0
Lactobacillus lindneri	53444	species	2842174	2	2	0.0
Nakamurella multipartita	53461	species	6060298	81	56	0.0
Acidimicrobium ferrooxidans	53635	species	2158157	33	23	0.0
Octadecabacter arcticus	53946	species	5478249	20	14	0.0
Thermococcus peptonophilus	53952	species	1896106	2	1	0.0
Pyrococcus horikoshii	53953	species	1738505	1	1	0.0
Methanolacinia petrolearia	54120	species	2843290	3	3	0.0
Hyperthermus butylicus	54248	species	1667163	3	3	0.0
Pyrolobus fumarii	54252	species	1843267	2	2	0.0
Thermosphaera aggregans	54254	species	1316595	1	1	0.0
Ferroglobus placidus	54261	species	2196266	3	2	0.0
Thermococcus chitonophagus	54262	species	1969648	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	48	24	0.0
Chroococcidiopsis thermalis	54299	species	6689401	20	13	0.0
Pleurocapsa minor	54308	species	4986817	11	8	0.0
Streptomyces venezuelae	54571	species	18089227	95	55	0.0
Salmonella bongori	54736	species	4542714	8	6	0.0
Deinococcus proteolyticus	55148	species	2886836	22	18	0.0
Flavobacterium branchiophilum	55197	species	3563292	6	5	0.0
Caldicellulosiruptor owensensis	55205	species	2428903	2	1	0.0
Sediminispirochaeta smaragdinae	55206	species	4653970	15	12	0.0
Pectobacterium wasabiae	55208	species	5043228	9	4	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	49	34	0.0
Magnetospirillum gryphiswaldense	55518	species	4365796	71	49	0.0
Dehalobacter restrictus	55583	species	2943336	5	3	0.0
Vibrio anguillarum	55601	species	5628663	8	3	0.0
Thermococcus barophilus	55802	species	2226382	2	2	0.0
Dehalobacter	56112	genus	0	3	0	0.0
Bartonella clarridgeiae	56426	species	1522743	2	2	0.0
Xanthomonas sacchari	56458	species	5006106	117	56	0.0
Rhizobium gallicum	56730	species	7311190	53	35	0.0
Shewanella frigidimarina	56812	species	4845257	3	2	0.0
Thermus oshimai	56957	species	2401329	42	18	0.0
Psychroflexus torquis	57029	species	4321832	7	7	0.0
Mycoplasma suis	57372	species	725850	3	1	0.0
Bacillus phage Bastille	57477	species	153962	1	1	0.0
Pseudothermotoga hypogea	57487	species	4330581	4	4	0.0
Kocuria	57493	genus	0	1	0	0.0
Dermacoccus	57495	genus	0	1	0	0.0
Sulfurospirillum	57665	genus	0	1	0	0.0
Halomicrobium mukohataei	57705	species	3332349	28	23	0.0
Burkholderia thailandensis	57975	species	9210179	119	39	0.0
Colwellia sp. MT41	58049	species	4337945	2	1	0.0
Desulfotomaculum kuznetsovii	58135	species	3601386	34	23	0.0
Desulfotomaculum acetoxidans	58138	species	4545624	9	8	0.0
Desulfovibrio alaskensis	58180	species	3730232	25	18	0.0
Archaeoglobus veneficus	58290	species	1901943	5	5	0.0
Blastochloris	59282	genus	0	2	0	0.0
Streptococcus macedonicus	59310	species	2142762	2	0	0.0
Actinotignum schaalii	59505	species	2159306	9	8	0.0
Cellulophaga algicola	59600	species	4888353	13	8	0.0
Desulfotomaculum reducens	59610	species	3608104	13	12	0.0
Alcanivorax	59753	genus	0	8	0	0.0
Alcanivorax borkumensis	59754	species	3120143	15	0	0.0
Paenibacillus peoriae	59893	species	6219815	7	0	0.0
Cyanobium gracile	59930	species	3342364	84	61	0.0
Shewanella violacea	60217	species	4962103	5	5	0.0
Shewanella amazonensis	60478	species	4306142	24	20	0.0
Shewanella sp. MR-4	60480	species	4706287	8	4	0.0
Shewanella sp. MR-7	60481	species	4799109	6	2	0.0
Lactobacillus paraplantarum	60520	species	3139729	1	1	0.0
Burkholderia pyrrocinia	60550	species	7961346	48	15	0.0
Burkholderia vietnamiensis	60552	species	14209387	82	22	0.0
Halogeometricum borinquense	60847	species	3944467	9	9	0.0
Phaeobacter gallaeciensis	60890	species	4300940	80	53	0.0
Desulfobacca acetoxidans	60893	species	3282536	38	30	0.0
Sanguibacter keddieii	60920	species	4253413	48	31	0.0
Shewanella woodyi	60961	species	5935403	6	4	0.0
Dehalococcoides mccartyi	61435	species	1417114	25	13	0.0
Paenibacillus mucilaginosus	61624	species	8740689	55	41	0.0
Acholeplasma brassicae	61635	species	1877792	1	1	0.0
Enterobacter asburiae	61645	species	6470569	40	20	0.0
Lelliottia amnigena	61646	species	4616371	10	8	0.0
Pluralibacter gergoviae	61647	species	5489680	34	23	0.0
Kluyvera intermedia	61648	species	6166452	15	10	0.0
Serratia rubidaea	61652	species	4922834	35	23	0.0
Acidiphilium multivorum	62140	species	4214744	53	12	0.0
Haloterrigena turkmenica	62320	species	5440782	41	25	0.0
Shewanella baltica	62322	species	5379488	27	19	0.0
Azoarcus sp. BH72	62928	species	4376040	77	14	0.0
Acinetobacter sp. ADP1	62977	species	3598621	4	2	0.0
Zobellia galactanivorans	63186	species	5521712	14	13	0.0
Aquifex aeolicus	63363	species	1590791	6	5	0.0
Sodalis glossinidius	63612	species	4292502	15	9	0.0
Sideroxydans lithotrophicus	63745	species	3003656	35	24	0.0
Desulfurobacterium thermolithotrophum	64160	species	1541968	3	2	0.0
Synechococcus sp. CC9311	64471	species	2606748	9	7	0.0
Borreliella	64895	genus	0	1	0	0.0
Borreliella bissettii	64897	species	1403443	1	0	0.0
Mitsuaria	65047	genus	0	1	0	0.0
Corynebacterium ulcerans	65058	species	4175194	4	3	0.0
Halothece sp. PCC 7418	65093	species	4179170	3	2	0.0
Mycoplasma wenyonii	65123	species	650228	1	0	0.0
Cyanothece sp. PCC 7424	65393	species	6554169	9	9	0.0
Meiothermus	65551	genus	0	1	0	0.0
Sulfurospirillum deleyianum	65553	species	2306351	2	1	0.0
Desulfocapsa sulfexigens	65555	species	4023512	34	28	0.0
Pseudomonas knackmussii	65741	species	6162905	92	50	0.0
Lachnoclostridium phytofermentans	66219	species	4847594	6	6	0.0
Escherichia phage AR1	66711	leaf	167435	1	1	0.0
Sulfurospirillum multivorans	66821	species	3175729	4	2	0.0
Methanocaldococcus infernus	67760	species	1328194	1	1	0.0
Edwardsiella ictaluri	67780	species	3812301	16	3	0.0
Citrobacter rodentium	67825	species	5444283	18	10	0.0
Actinobacillus succinogenes	67854	species	2319663	5	3	0.0
Streptomyces cyaneogriseus	68192	species	7762396	73	42	0.0
Streptomyces fulvissimus	68202	species	7905758	84	46	0.0
Streptomyces griseochromogenes	68214	species	10764674	93	49	0.0
Streptomyces pactum	68249	species	8180260	74	39	0.0
Streptomyces violaceusniger	68280	species	11138313	107	58	0.0
Mesorhizobium	68287	genus	0	15	0	0.0
Thermoanaerobacterales	68295	order	0	1	0	0.0
Streptomyces albulus	68570	species	9578489	93	53	0.0
Cupriavidus basilensis	68895	species	8421483	94	51	0.0
Deinococcus geothermalis	68909	species	3247018	23	15	0.0
Thermales	68933	order	0	6	0	0.0
Phyllobacteriaceae	69277	family	0	2	0	0.0
Pseudomonas sp. VLB120	69328	species	5966222	52	26	0.0
Caulobacter henricii	69395	species	3957288	40	26	0.0
Petrotoga mobilis	69499	species	2169548	2	1	0.0
Natrinema pellirubrum	69525	species	4354100	28	19	0.0
Desulfuromonadales	69541	order	0	3	0	0.0
Hyphomonadaceae	69657	family	0	1	0	0.0
Selenomonas sputigena	69823	species	2568361	14	8	0.0
Macrococcus caseolyticus	69966	species	2219737	3	2	0.0
Staphylococcus condimenti	70255	species	2659676	1	1	0.0
Pseudomonas plecoglossicida	70775	species	6233254	50	20	0.0
Shewanella oneidensis	70863	species	5131424	6	3	0.0
Shewanella pealeana	70864	species	5174581	13	8	0.0
Mesorhizobium amorphae	71433	species	7343952	71	39	0.0
Waddlia chondrophila	71667	species	2131905	5	5	0.0
Kocuria palustris	71999	species	2854447	38	27	0.0
Kocuria rhizophila	72000	species	2697540	26	19	0.0
Pseudomonadales	72274	order	0	21	0	0.0
Ectothiorhodospiraceae	72276	family	0	9	0	0.0
Thiocystis violascens	73141	species	5017071	78	51	0.0
Thermaerobacter	73918	genus	0	1	0	0.0
Thermaerobacter marianensis	73919	species	2844696	96	75	0.0
Photobacterium profundum	74109	species	6403280	8	6	0.0
Brevundimonas subvibrioides	74313	species	3445263	61	47	0.0
Maricaulis maris	74318	species	3368780	37	27	0.0
Frankiaceae	74712	family	0	8	0	0.0
Pseudomonas balearica	74829	species	4383480	73	45	0.0
Paraburkholderia caribensis	75105	species	13917408	93	54	0.0
Rhodanobacter	75309	genus	0	2	0	0.0
Pseudomonas mandelii	75612	species	7188564	30	17	0.0
Oxalobacteraceae	75682	family	0	4	0	0.0
Castellaniella defragrans	75697	species	3952818	88	57	0.0
Rhodocyclaceae	75787	family	0	16	0	0.0
Thermocrinis ruber	75906	species	1521037	1	1	0.0
Mannheimia haemolytica	75985	species	2934797	8	4	0.0
Prevotella enoeca	76123	species	2861432	5	5	0.0
Campylobacter hominis	76517	species	1714951	7	3	0.0
Cellulophaga baltica	76594	species	4597822	12	5	0.0
Thermobacillus	76632	genus	0	1	0	0.0
Roseateles depolymerans	76731	species	5681722	54	37	0.0
Pseudomonas monteilii	76759	species	5553188	87	28	0.0
Myroides	76831	genus	0	1	0	0.0
Myroides odoratimimus	76832	species	4457748	5	1	0.0
Solibacillus silvestris	76853	species	3987727	5	3	0.0
Streptococcus constellatus	76860	species	1954077	1	0	0.0
Caldivirga maquilingensis	76887	species	2077567	1	1	0.0
Caulobacteraceae	76892	family	0	11	0	0.0
Helicobacter typhlonius	76936	species	1920832	1	1	0.0
Wolbachia endosymbiont of Drosophila simulans	77038	species	1298813	1	1	0.0
Wolbachia endosymbiont of Onchocerca volvulus	77551	species	960618	2	0	0.0
Parascardovia denticolens	78258	species	1890857	4	3	0.0
Scardovia inopinata	78259	species	1797862	6	5	0.0
Pseudomonas mosselii	78327	species	6247860	61	26	0.0
Mycobacterium canettii	78331	species	4482059	23	3	0.0
